[Shoot] 時間:  0.22s | 弾数: 59/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.05s | 弾数: 13/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.13s | 弾数: 12/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.22s | 弾数: 11/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.30s | 弾数: 10/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.38s | 弾数:  9/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.47s | 弾数:  8/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.55s | 弾数:  7/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.63s | 弾数:  6/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.72s | 弾数:  5/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.80s | 弾数:  4/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.88s | 弾数:  3/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Shoot] 時間:  4.97s | 弾数:  2/60  | Pellets: 1 | Dmg:         1 | Buffs: None
[Burst] Activate!
[Buff] Applied S1: ヒトデ（形）オムライス (Stages)_Stage_0 (heal_effectiveness_buff: 0.3096) to Dummy_B2
[Shoot] 時間:  5.05s | 弾数:  1/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  5.13s | 弾数:  0/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  6.52s | 弾数: 59/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  6.60s | 弾数: 58/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  6.68s | 弾数: 57/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  6.77s | 弾数: 56/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  6.85s | 弾数: 55/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  6.93s | 弾数: 54/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.02s | 弾数: 53/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.10s | 弾数: 52/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.18s | 弾数: 51/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.27s | 弾数: 50/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.35s | 弾数: 49/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.43s | 弾数: 48/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.52s | 弾数: 47/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.60s | 弾数: 46/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.68s | 弾数: 45/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.77s | 弾数: 44/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.85s | 弾数: 43/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  7.93s | 弾数: 42/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.02s | 弾数: 41/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.10s | 弾数: 40/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.18s | 弾数: 39/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.27s | 弾数: 38/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.35s | 弾数: 37/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.43s | 弾数: 36/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.52s | 弾数: 35/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.60s | 弾数: 34/60  | Pellets: 1 | Dmg:         3 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.68s | 弾数: 33/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.77s | 弾数: 32/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.85s | 弾数: 31/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  8.93s | 弾数: 30/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.02s | 弾数: 29/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.10s | 弾数: 28/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.18s | 弾数: 27/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.27s | 弾数: 26/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.35s | 弾数: 25/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.43s | 弾数: 24/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.52s | 弾数: 23/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.60s | 弾数: 22/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.68s | 弾数: 21/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.77s | 弾数: 20/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.85s | 弾数: 19/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間:  9.93s | 弾数: 18/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間: 10.02s | 弾数: 17/60  | Pellets: 1 | Dmg:         2 | Buffs: heal_effectiveness_buff:0.31
[Shoot] 時間: 10.10s | 弾数: 16/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.18s | 弾数: 15/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.27s | 弾数: 14/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.35s | 弾数: 13/60  | Pellets: 1 | Dmg:         3 | Buffs: None
[Shoot] 時間: 10.43s | 弾数: 12/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.52s | 弾数: 11/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.60s | 弾数: 10/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.68s | 弾数:  9/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.77s | 弾数:  8/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.85s | 弾数:  7/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 10.93s | 弾数:  6/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 11.02s | 弾数:  5/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 11.10s | 弾数:  4/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 11.18s | 弾数:  3/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 11.27s | 弾数:  2/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 11.35s | 弾数:  1/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 11.43s | 弾数:  0/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 12.82s | 弾数: 59/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 12.90s | 弾数: 58/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 12.98s | 弾数: 57/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.07s | 弾数: 56/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.15s | 弾数: 55/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.23s | 弾数: 54/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.32s | 弾数: 53/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.40s | 弾数: 52/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.48s | 弾数: 51/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.57s | 弾数: 50/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.65s | 弾数: 49/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.73s | 弾数: 48/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.82s | 弾数: 47/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.90s | 弾数: 46/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 13.98s | 弾数: 45/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.07s | 弾数: 44/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.15s | 弾数: 43/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.23s | 弾数: 42/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.32s | 弾数: 41/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.40s | 弾数: 40/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.48s | 弾数: 39/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.57s | 弾数: 38/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.65s | 弾数: 37/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.73s | 弾数: 36/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.82s | 弾数: 35/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.90s | 弾数: 34/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Shoot] 時間: 14.98s | 弾数: 33/60  | Pellets: 1 | Dmg:         2 | Buffs: None
[Buff] Applied S2: イソギンチャク（形）パスタ_Stage_0 (hit_rate_buff: 0.1013) to Dummy_B2
[Shoot] 時間: 15.07s | 弾数: 32/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.15s | 弾数: 31/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.23s | 弾数: 30/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.32s | 弾数: 29/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.40s | 弾数: 28/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.48s | 弾数: 27/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.57s | 弾数: 26/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.65s | 弾数: 25/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.73s | 弾数: 24/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.82s | 弾数: 23/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.90s | 弾数: 22/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 15.98s | 弾数: 21/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.07s | 弾数: 20/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.15s | 弾数: 19/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.23s | 弾数: 18/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.32s | 弾数: 17/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.40s | 弾数: 16/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.48s | 弾数: 15/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.57s | 弾数: 14/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.65s | 弾数: 13/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.73s | 弾数: 12/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.82s | 弾数: 11/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.90s | 弾数: 10/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 16.98s | 弾数:  9/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.07s | 弾数:  8/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.15s | 弾数:  7/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.23s | 弾数:  6/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.32s | 弾数:  5/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.40s | 弾数:  4/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.48s | 弾数:  3/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.57s | 弾数:  2/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.65s | 弾数:  1/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 17.73s | 弾数:  0/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.12s | 弾数: 59/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.20s | 弾数: 58/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.28s | 弾数: 57/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.37s | 弾数: 56/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.45s | 弾数: 55/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.53s | 弾数: 54/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.62s | 弾数: 53/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.70s | 弾数: 52/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.78s | 弾数: 51/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.87s | 弾数: 50/60  | Pellets: 1 | Dmg:         2 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 19.95s | 弾数: 49/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Shoot] 時間: 20.03s | 弾数: 48/60  | Pellets: 1 | Dmg:         1 | Buffs: hit_rate_buff:0.10
[Buff] Applied Burst: パイレーツランチ_Stage_0 (max_hp_overflow: 389701.9607) to Dummy_B2
[Heal] Dummy_B2 received heal (Val: 260147 -> Actual: 260147) (Src: Burst: パイレーツランチ_Stage_1, HP: 260148/1)
[Buff] Applied Burst: パイレーツランチ_Stage_2 (atk_buff_fixed: 6411.2763) to Dummy_B2
[Buff] Applied S1: ヒトデ（形）オムライス (Stages)_Stage_0 (heal_effectiveness_buff: 0.3096) to Dummy_B2
[Buff] Applied S1: ヒトデ（形）オムライス (Stages)_Stage_1 (split_dmg_buff: 0.304) to Dummy_B2
[Shoot] 時間: 20.12s | 弾数: 47/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.20s | 弾数: 46/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.28s | 弾数: 45/60  | Pellets: 1 | Dmg:    16,031 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.37s | 弾数: 44/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.45s | 弾数: 43/60  | Pellets: 1 | Dmg:    12,825 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.53s | 弾数: 42/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.62s | 弾数: 41/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.70s | 弾数: 40/60  | Pellets: 1 | Dmg:    16,031 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.78s | 弾数: 39/60  | Pellets: 1 | Dmg:    16,031 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.87s | 弾数: 38/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 20.95s | 弾数: 37/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.03s | 弾数: 36/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.12s | 弾数: 35/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.20s | 弾数: 34/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.28s | 弾数: 33/60  | Pellets: 1 | Dmg:    16,031 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.37s | 弾数: 32/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.45s | 弾数: 31/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
[Shoot] 時間: 21.53s | 弾数: 30/60  | Pellets: 1 | Dmg:     9,618 | Buffs: heal_effectiveness_buff:0.31 | hit_rate_buff:0.10 | max_hp_overflow:389701.96 | atk_buff_fixed:6411.28 | split_dmg_buff:0.30
