[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     2,967 | Buffs: None
[Shoot] 時間:  7.17s | 弾数:220/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.22s | 弾数:219/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.27s | 弾数:218/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.32s | 弾数:217/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.37s | 弾数:216/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.42s | 弾数:215/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.47s | 弾数:214/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.52s | 弾数:213/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.57s | 弾数:212/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.62s | 弾数:211/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.67s | 弾数:210/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.72s | 弾数:209/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.77s | 弾数:208/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.82s | 弾数:207/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.87s | 弾数:206/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.92s | 弾数:205/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  7.97s | 弾数:204/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.02s | 弾数:203/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.07s | 弾数:202/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.12s | 弾数:201/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.17s | 弾数:200/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.22s | 弾数:199/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.27s | 弾数:198/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.32s | 弾数:197/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.37s | 弾数:196/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.42s | 弾数:195/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.47s | 弾数:194/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.52s | 弾数:193/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.57s | 弾数:192/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.62s | 弾数:191/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.67s | 弾数:190/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.72s | 弾数:189/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.77s | 弾数:188/300 | Pellets: 1 | Dmg:     4,601 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.82s | 弾数:187/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
[Shoot] 時間:  8.87s | 弾数:186/300 | Pellets: 1 | Dmg:     6,258 | Buffs: crit_rate_buff:0.20 | atk_buff_fixed:11735.90 | crit_dmg_buff:0.40 | atk_damage_buff:0.15 | distribute_damage:0.15 | reload_speed_buff:0.15 | [horoyoi x1 (Val:-0.20)]
