[Shoot] 時間:  0.22s | 弾数:119/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.52s | 弾数: 73/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  2.57s | 弾数: 72/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.62s | 弾数: 71/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.67s | 弾数: 70/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.72s | 弾数: 69/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.77s | 弾数: 68/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.82s | 弾数: 67/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.87s | 弾数: 66/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  2.92s | 弾数: 65/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  2.97s | 弾数: 64/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.02s | 弾数: 63/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.07s | 弾数: 62/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  3.12s | 弾数: 61/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.17s | 弾数: 60/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  3.22s | 弾数: 59/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.27s | 弾数: 58/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.32s | 弾数: 57/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.37s | 弾数: 56/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.42s | 弾数: 55/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.47s | 弾数: 54/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  3.52s | 弾数: 53/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.57s | 弾数: 52/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.62s | 弾数: 51/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.67s | 弾数: 50/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.72s | 弾数: 49/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.77s | 弾数: 48/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  3.82s | 弾数: 47/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.87s | 弾数: 46/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  3.92s | 弾数: 45/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  3.97s | 弾数: 44/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  4.02s | 弾数: 43/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.07s | 弾数: 42/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.12s | 弾数: 41/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  4.17s | 弾数: 40/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.22s | 弾数: 39/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.27s | 弾数: 38/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.32s | 弾数: 37/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.37s | 弾数: 36/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.42s | 弾数: 35/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.47s | 弾数: 34/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.52s | 弾数: 33/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.57s | 弾数: 32/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  4.62s | 弾数: 31/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.67s | 弾数: 30/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.72s | 弾数: 29/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.77s | 弾数: 28/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  4.82s | 弾数: 27/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.87s | 弾数: 26/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.92s | 弾数: 25/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  4.97s | 弾数: 24/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Burst] Activate!
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.297)
[Shoot] 時間:  5.02s | 弾数: 23/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間:  5.07s | 弾数: 22/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  5.12s | 弾数: 21/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.17s | 弾数: 20/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  5.22s | 弾数: 19/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.27s | 弾数: 18/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.32s | 弾数: 17/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.37s | 弾数: 16/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.42s | 弾数: 15/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.47s | 弾数: 14/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.52s | 弾数: 13/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  5.57s | 弾数: 12/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.62s | 弾数: 11/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.67s | 弾数: 10/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  5.72s | 弾数:  9/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.77s | 弾数:  8/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.82s | 弾数:  7/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.87s | 弾数:  6/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.92s | 弾数:  5/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  5.97s | 弾数:  4/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  6.02s | 弾数:  3/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  6.07s | 弾数:  2/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  6.12s | 弾数:  1/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  6.17s | 弾数:  0/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0486)
[Shoot] 時間:  8.05s | 弾数:119/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.10s | 弾数:118/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.15s | 弾数:117/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.20s | 弾数:116/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  8.25s | 弾数:115/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  8.30s | 弾数:114/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.35s | 弾数:113/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.40s | 弾数:112/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.45s | 弾数:111/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  8.50s | 弾数:110/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.55s | 弾数:109/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.60s | 弾数:108/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.65s | 弾数:107/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.70s | 弾数:106/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.75s | 弾数:105/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.80s | 弾数:104/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.85s | 弾数:103/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  8.90s | 弾数:102/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  8.95s | 弾数:101/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.00s | 弾数:100/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.05s | 弾数: 99/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.10s | 弾数: 98/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.15s | 弾数: 97/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.20s | 弾数: 96/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  9.25s | 弾数: 95/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.30s | 弾数: 94/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.35s | 弾数: 93/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間:  9.40s | 弾数: 92/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.45s | 弾数: 91/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.50s | 弾数: 90/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.55s | 弾数: 89/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.60s | 弾数: 88/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.65s | 弾数: 87/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間:  9.70s | 弾数: 86/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.75s | 弾数: 85/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.80s | 弾数: 84/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.85s | 弾数: 83/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.90s | 弾数: 82/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間:  9.95s | 弾数: 81/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.00s | 弾数: 80/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.05s | 弾数: 79/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 10.10s | 弾数: 78/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.15s | 弾数: 77/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.20s | 弾数: 76/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.25s | 弾数: 75/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.30s | 弾数: 74/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.35s | 弾数: 73/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.40s | 弾数: 72/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 10.45s | 弾数: 71/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 10.50s | 弾数: 70/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 10.55s | 弾数: 69/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.60s | 弾数: 68/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.65s | 弾数: 67/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.70s | 弾数: 66/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 10.75s | 弾数: 65/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 10.80s | 弾数: 64/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.85s | 弾数: 63/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 10.90s | 弾数: 62/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 10.95s | 弾数: 61/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 11.00s | 弾数: 60/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.05s | 弾数: 59/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.10s | 弾数: 58/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.15s | 弾数: 57/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.20s | 弾数: 56/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.25s | 弾数: 55/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.30s | 弾数: 54/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.35s | 弾数: 53/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.40s | 弾数: 52/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.45s | 弾数: 51/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.50s | 弾数: 50/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 11.55s | 弾数: 49/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.60s | 弾数: 48/120 | Pellets: 1 | Dmg:     5,580 | Buffs: None
[Shoot] 時間: 11.65s | 弾数: 47/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.70s | 弾数: 46/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.75s | 弾数: 45/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 11.80s | 弾数: 44/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.85s | 弾数: 43/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.90s | 弾数: 42/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 11.95s | 弾数: 41/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 12.00s | 弾数: 40/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.05s | 弾数: 39/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.10s | 弾数: 38/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.15s | 弾数: 37/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.20s | 弾数: 36/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.25s | 弾数: 35/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.30s | 弾数: 34/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.35s | 弾数: 33/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 12.40s | 弾数: 32/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 12.45s | 弾数: 31/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 12.50s | 弾数: 30/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.55s | 弾数: 29/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.60s | 弾数: 28/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.65s | 弾数: 27/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.70s | 弾数: 26/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.75s | 弾数: 25/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.80s | 弾数: 24/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.85s | 弾数: 23/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 12.90s | 弾数: 22/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 12.95s | 弾数: 21/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.00s | 弾数: 20/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.05s | 弾数: 19/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.10s | 弾数: 18/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 13.15s | 弾数: 17/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.20s | 弾数: 16/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.25s | 弾数: 15/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.30s | 弾数: 14/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.35s | 弾数: 13/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.40s | 弾数: 12/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.45s | 弾数: 11/120 | Pellets: 1 | Dmg:     5,580 | Buffs: None
[Shoot] 時間: 13.50s | 弾数: 10/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.55s | 弾数:  9/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.60s | 弾数:  8/120 | Pellets: 1 | Dmg:     3,720 | Buffs: None
[Shoot] 時間: 13.65s | 弾数:  7/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.70s | 弾数:  6/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 13.75s | 弾数:  5/120 | Pellets: 1 | Dmg:     4,650 | Buffs: None
[Shoot] 時間: 13.80s | 弾数:  4/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.85s | 弾数:  3/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.90s | 弾数:  2/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 13.95s | 弾数:  1/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 14.00s | 弾数:  0/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0486)
[Heal] I-DOLL・オーシャン healed I-DOLL・オーシャン (Val: 0.0969)
[Shoot] 時間: 15.88s | 弾数:119/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 15.93s | 弾数:118/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 15.98s | 弾数:117/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.03s | 弾数:116/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.08s | 弾数:115/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.13s | 弾数:114/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 16.18s | 弾数:113/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.23s | 弾数:112/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.28s | 弾数:111/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.33s | 弾数:110/120 | Pellets: 1 | Dmg:     2,790 | Buffs: None
[Shoot] 時間: 16.38s | 弾数:109/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.43s | 弾数:108/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.48s | 弾数:107/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.53s | 弾数:106/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.58s | 弾数:105/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
[Shoot] 時間: 16.63s | 弾数:104/120 | Pellets: 1 | Dmg:     1,860 | Buffs: None
